,,,,,,,,Carrocería,,,,,,,,,,,,,,,,,,,Motor,,,,,,,,,,,,,,Transmisión y control,,,,Prestaciones y consumos homologados,,,,,,,,,Suspensión y frenos,,,,
28744,Audi,S8,D4,2012,2013,Sedan,4.0 TFSI tiptronic quattro (520 CV),Sedán,5,5146,1949,1458,2994,1632,1623,,687,,,2050,,,,600,2650,4950,Gasolina,3993,520,à 6 000,650,La inyección directa,V-twin,8,Biturbo,,,4,de 1 700 à 5 500,hay,Expendedora,tracción en las cuatro ruedas,,8,98,250,,"10,2","4,2",,EURO V,72,,Discos ventilados,Discos ventilados,"Independiente, Neumático, multi-link, Barra estabilizadora","Independiente, Neumático, multi-link, Barra estabilizadora",
25592,Audi,S8,D4 [restyling],2013,2018,Sedan,4.0 TFSI Quattro Tiptronic (520 CV),Sedán,5,5147,1949,1458,2994,1632,1623,,687,,,2065,,520,520,525,2590,4890,Gasolina,3993,520,à 5 800,650,La inyección directa,V-twin,8,Turbo,,,4,de 1 700 à 5 500,hay,Expendedora,tracción en las cuatro ruedas,"12,3",8,98,250,"13,6","9,6","4,1",de 600 à 1 120,EURO VI,82,"7,3",Discos ventilados,Discos ventilados,"Independiente, Neumático, multi-link, Barra estabilizadora","Independiente, La palanca trapezoidal",
170181,Audi,S8,D4 [restyling],2013,2018,Sedan,4.0 TFSI tiptronic plus quattro (605 CV),Sedán,5,5147,1949,1458,2994,1632,1623,,,,,1945,,520,520,,2590,,Gasolina,3993,605,de 6 100 à 6 800,700,La inyección directa,V-twin,8,Turbo,,,4,de 1 750 à 6 000,hay,Expendedora,tracción en las cuatro ruedas,"12,3",8,98,305,"13,7",10,"3,8",de 600 à 1 040,EURO VI,82,"7,9",Discos ventilados,Discos ventilados,"Neumático, multi-link, En brazo oscilante, Barra estabilizadora","Neumático, Doble brazo oscilante, La palanca trapezoidal, Barra estabilizadora",
233195,Audi,SQ5,2 generación,2017,2018,Crossover,3.0 TFSI tiptronic quattro  (354 CV),Krossover,5,4671,1983,1635,2824,1624,1613,,,,,1945,,550,550,555,2500,4900,Gasolina,2995,354,de 5 400 à 6 400,500,La inyección directa,V-twin,6,Twin-scroll,,,4,de 1 370 à 4 500,hay,Expendedora,tracción en las cuatro ruedas,,8,95,250,"10,8","8,3","5,4",de 650 à 1 030,,70,"6,8",Discos ventilados,Discos,"Independiente, Neumático, multi-link, Barra estabilizadora","Neumático, Barra estabilizadora",
42239,Audi,SQ5,8R,2012,2017,Crossover,3.0 TDI tiptronic quattro (313 CV),Krossover,5,4644,1911,1624,2813,1638,1632,,665,,,1995,170,1560,540,535,2530,,Diesel,2967,313,de 3 900 à 4 500,650,Common Rail,V-twin,6,Biturbo,,,4,de 1 450 à 2 800,hay,Expendedora,tracción en las cuatro ruedas,"11,9",8,Diesel,250,"7,6","6,8","5,1",de 990 à 1 170,EURO V,75,"6,4",Discos ventilados,Discos ventilados,"Independiente, multi-link, Barra estabilizadora","Independiente, La palanca trapezoidal",
42238,Audi,SQ5,8R,2012,2017,Crossover,3.0 TFSI tiptronic quattro (354 CV),Krossover,5,4644,1911,1624,2813,1638,1632,,665,,,1905,,1560,540,610,2515,4915,Gasolina,2995,354,de 6 000 à 6 500,470,La inyección directa,V-twin,6,compresor,,,4,de 4 000 à 4 500,hay,Expendedora,tracción en las cuatro ruedas,"11,6",8,98,250,"11,5","8,7","5,4",de 650 à 1 070,,75,7,Discos ventilados,Discos,"Independiente, multi-link, Barra estabilizadora","Independiente, La palanca trapezoidal",
186067,Audi,SQ7,4M,2016,2018,Crossover,4.0 TDI tiptronic quattro (435 CV),Krossover,5,5069,1968,1741,2996,1679,1679,,,,,2345,,805,805,685,3030,,Diesel,3956,435,de 3 750 à 5 000,900,Common Rail,V-twin,8,Biturbo,,,4,de 1 000 à 3 250,,Expendedora,tracción en las cuatro ruedas,,8,Diesel,250,"8,7","7,6","4,8",de 980 à 1 230,EURO VI,85,"6,9",Discos ventilados,Discos ventilados,"Independiente, Elemento elástico neumática, multi-link, Barra estabilizadora","Independiente, Elemento elástico neumática, Barra estabilizadora",
195530,Audi,TT,8J,2006,2010,Kupe 2-puertas,1.8 TFSI MT (160 CV),kupe,4,4178,1842,1352,2468,1572,1558,,,,,1260,,700,290,,1680,,Gasolina,1798,160,de 4 500,250,La inyección directa,Inline,4,Turbo,,,4,à 3 500,,Mecánica,Frente,"10,96",6,98,226,9,"6,7","7,2",de 610 à 1 040,EURO IV,55,"5,3",Discos ventilados,Discos,Puntal amortiguador,resorte helicoidal,
195531,Audi,TT,8J,2006,2010,Kupe 2-puertas,2.0 TDI MT (170 CV),kupe,4,4178,1842,1352,2468,1572,1558,,,,,1260,,700,290,,1680,,Diesel,1968,170,de 4 200,350,Common Rail,Inline,4,Turbo,81,"95,5",4,à 1 750,,Mecánica,Frente,"10,96",6,Diesel,226,7,"5,3","7,5",de 790 à 1 280,EURO V,55,"4,3",Discos ventilados,Discos,Puntal amortiguador,resorte helicoidal,
195532,Audi,TT,8J,2006,2010,Kupe 2-puertas,2.0 TFSI MT (211 CV),kupe,4,4178,1842,1352,2468,1572,1558,,,,,1260,,700,290,,1680,,Gasolina,1984,211,de 5 500,350,La inyección directa,Inline,4,Turbo,"82,5","92,8",4,de 1 500 à 4 200,,Mecánica,tracción en las cuatro ruedas,"10,96",6,98,240,"10,7","7,7","6,6",de 510 à 920,EURO IV,55,6,Discos ventilados,Discos,Puntal amortiguador,resorte helicoidal,
195534,Audi,TT,8J,2006,2010,Kupe 2-puertas,2.0 TFSI quattro S tronic (200 CV),kupe,4,4178,1842,1352,2468,1572,1558,,,,,1260,,700,290,,1680,,Gasolina,1984,200,de 5 100,280,La inyección directa,Inline,4,Turbo,"82,5","92,8",4,à 1 800,,Robot,tracción en las cuatro ruedas,"10,96",6,98,240,"10,6","7,7","6,4",de 520 à 920,EURO IV,55,6,Discos ventilados,Discos,Puntal amortiguador,resorte helicoidal,
195533,Audi,TT,8J,2006,2010,Kupe 2-puertas,2.0 TFSI S tronic (200 CV),kupe,4,4178,1842,1352,2468,1572,1558,,,,,1260,,700,290,,1680,,Gasolina,1984,200,de 5 100,280,La inyección directa,Inline,4,Turbo,"82,5","92,8",4,à 1 800,,Robot,tracción en las cuatro ruedas,"10,96",6,98,240,"10,6","7,7","6,4",de 520 à 920,EURO IV,55,6,Discos ventilados,Discos,Puntal amortiguador,resorte helicoidal,
195535,Audi,TT,8J,2006,2010,Kupe 2-puertas,3.2 quattro MT (250 CV),kupe,4,4178,1842,1352,2468,1572,1558,,,,,1410,,700,290,,1830,,Gasolina,3189,250,de 6 300,320,Inyección multipunto,V-twin,4,,84,"95,9",4,de 2 800 à 3 200,,Mecánica,tracción en las cuatro ruedas,"10,96",6,98,250,"14,7","10,3","5,9",de 410 à 770,EURO IV,60,"7,8",Discos ventilados,Discos ventilados,Puntal amortiguador,resorte helicoidal,
195536,Audi,TT,8J,2006,2010,Kupe 2-puertas,3.2 quattro S tronic (250 CV),kupe,4,4178,1842,1352,2468,1572,1558,,,,,1435,,700,290,,1855,,Gasolina,3189,250,de 6 300,320,Inyección multipunto,V-twin,4,,84,"95,9",4,de 2 800 à 3 200,,Robot,tracción en las cuatro ruedas,"10,96",6,98,250,"12,9","9,4","5,7",de 470 à 820,EURO IV,60,"7,3",Discos ventilados,Discos ventilados,Puntal amortiguador,resorte helicoidal,
195539,Audi,TT,8J,2006,2010,Roadster 2-puertas,1.8 T MT (163 CV),Roadster,2,4041,1764,1350,2422,1528,1513,,,,,1335,130,220,220,,1635,,Gasolina,1781,163,de 5 700,225,Inyección multipunto,Inline,4,Turbo,81,"86,4",5,à 1 950,,Mecánica,Frente,,5,95,218,"11,2","8,2","8,2",de 490 à 860,,55,"6,4",Discos ventilados,Discos,"Independiente, Puntal MacPherson, la primavera, Barra estabilizadora",resorte helicoidal,
195540,Audi,TT,8J,2006,2010,Roadster 2-puertas,1.8 T MT (180 CV),Roadster,2,4041,1764,1349,2422,1528,1513,,,,,1340,130,200,200,,1640,,Gasolina,1781,180,de 5 500,235,Inyección multipunto,Inline,4,Turbo,81,"86,4",5,à 1 950,,Mecánica,Frente,,5,98,222,"11,2","8,2","8,1",de 490 à 860,,55,"6,4",Discos ventilados,Discos,Puntal amortiguador,resorte helicoidal,
195538,Audi,TT,8J,2006,2010,Roadster 2-puertas,1.8 T MT (190 CV),Roadster,2,4041,1764,1348,2429,1528,1505,,,,,1340,130,180,180,,1640,,Gasolina,1781,190,de 5 700,240,Inyección multipunto,Inline,4,Turbo,81,"86,4",5,à 1 980,,Mecánica,Frente,,5,98,228,"11,2","9,5","7,6",de 490 à 860,,55,"6,4",Discos,Discos,"Independiente, Puntal MacPherson, la primavera, Barra estabilizadora",resorte helicoidal,
195543,Audi,TT,8J,2006,2010,Roadster 2-puertas,1.8 T quattro MT (180 CV),Roadster,2,4041,1764,1349,2422,1528,1513,,,,,1464,130,200,200,,1765,,Gasolina,1781,180,de 5 500,235,Inyección multipunto,Inline,4,Turbo,81,"86,4",5,à 1 950,,Mecánica,tracción en las cuatro ruedas,"10,5",6,98,220,"13,1","9,5","8,2",de 470 à 820,,62,"7,6",Discos ventilados,Discos,Puntal amortiguador,resorte helicoidal,
195541,Audi,TT,8J,2006,2010,Roadster 2-puertas,1.8 T quattro MT (190 CV),Roadster,2,4041,1764,1348,2429,1528,1505,,,,,1465,130,180,180,,1765,,Gasolina,1781,190,de 5 700,240,Inyección multipunto,Inline,4,Turbo,81,"86,4",5,à 1 980,,Mecánica,tracción en las cuatro ruedas,,5,98,226,"13,1","9,5","7,7",de 470 à 820,,62,"7,6",Discos,Discos,"Independiente, Puntal MacPherson, la primavera, Barra estabilizadora",resorte helicoidal,
195542,Audi,TT,8J,2006,2010,Roadster 2-puertas,1.8 T quattro MT (225 CV),Roadster,2,4041,1764,1349,2422,1528,1513,,,,,1515,130,200,200,,1815,,Gasolina,1781,225,de 5 900,280,Inyección multipunto,Inline,4,Turbo,81,"86,4",5,à 2 200,,Mecánica,tracción en las cuatro ruedas,"10,5",6,98,237,"13,3","9,5","6,9",de 470 à 870,,62,"7,1",Discos ventilados,Discos,Puntal amortiguador,resorte helicoidal,
234295,Audi,TT,8J,2006,2010,Roadster 2-puertas,2.0  AMT (200 CV),Roadster,2,4178,1842,1352,2468,1572,1558,,,,,1315,130,700,290,,1635,,Gasolina,1984,200,à 5 100,280,La inyección directa,Inline,4,Turbo,"82,5","92,8",4,à 1 800,,Robot,Frente,"10,96",6,98,237,"10,8","7,8","6,5",de 560 à 980,,60,"6,1",Discos ventilados,Discos ventilados,Puntal amortiguador,resorte helicoidal,
234294,Audi,TT,8J,2006,2010,Roadster 2-puertas,2.0  MT (200 CV),Roadster,2,4178,1842,1352,2468,1572,1558,,,,,1295,130,700,290,,1615,,Gasolina,1984,200,à 5 100,280,La inyección directa,Inline,4,Turbo,"82,5","92,8",4,à 1 800,,Mecánica,Frente,"10,96",6,98,237,"10,7","7,8","6,7",de 560 à 970,,60,"6,2",Discos ventilados,Discos ventilados,Puntal amortiguador,resorte helicoidal,
195544,Audi,TT,8J,2006,2010,Roadster 2-puertas,2.0 TFSI quattro MT (272 CV),Roadster,2,4178,1842,1352,2468,1572,1558,,,,,1455,130,700,290,,1775,,Gasolina,1984,272,de 6 000,350,La inyección directa,Inline,4,Turbo,"82,5","92,8",4,à 2 500,,Mecánica,tracción en las cuatro ruedas,"10,96",6,98,250,11,"8,1","5,4",de 550 à 940,,60,"6,4",Discos ventilados,Discos ventilados,Puntal amortiguador,resorte helicoidal,
195545,Audi,TT,8J,2006,2010,Roadster 2-puertas,3.2 quattro AT (250 CV),Roadster,2,4041,1764,1349,2422,1528,1513,,,,,1520,130,200,200,,1905,,Gasolina,3189,250,de 6 300,320,Inyección multipunto,V-twin,6,,84,"95,9",4,à 3 200,,Expendedora,tracción en las cuatro ruedas,,6,98,250,"13,6","9,8","6,4",de 460 à 820,,62,"7,6",Discos ventilados,Discos,Puntal amortiguador,resorte helicoidal,
195546,Audi,TT,8J,2006,2010,RS cupé 2-puertas,2.5 TFSI quattro MT (340 CV),kupe,2,4198,1842,1342,2468,1555,1546,,,,,1450,,700,290,,1850,,Gasolina,2480,340,de 5 400 à 6 500,450,La inyección directa,Inline,5,Turbo,,,4,à 1 600,hay,Mecánica,tracción en las cuatro ruedas,"10,96",6,98,250,"13,1","9,2","4,6",de 460 à 870,EURO V,60,"6,9",Discos,Discos ventilados,"Independiente, Puntal MacPherson, En la espoleta triangular",multi-link,
195537,Audi,TT,8J,2006,2010,RS roadster 2-puertas,2.5 TFSI quattro MT (340 CV),Roadster,2,4198,1842,1342,2468,1555,1546,,,,,1510,130,700,290,,1830,,Gasolina,2480,340,de 5 400,450,La inyección directa,Inline,5,Turbo,,,4,à 1 600,,Mecánica,tracción en las cuatro ruedas,"10,96",6,98,250,"13,1","9,2","4,7",de 460 à 870,,60,"6,9",Discos ventilados,Discos ventilados,Doble brazo oscilante,"Independiente, multi-link",
195547,Audi,TT,8J,2006,2010,S cupé 2-puertas,2.0 TFSI quattro MT (272 CV),kupe,4,4178,1842,1352,2468,1572,1558,,,,,1310,130,700,290,,1680,,Gasolina,1984,272,à 6 000,350,La inyección directa,Inline,4,Turbo,"82,5","92,8",4,à 2 500,,Mecánica,tracción en las cuatro ruedas,"10,96",6,98,250,11,"8,1","5,4",de 550 à 940,EURO V,60,"6,4",Discos ventilados,Discos ventilados,Puntal amortiguador,resorte helicoidal,
178657,Audi,TT,8J [restyling],2010,2014,Kupe 2-puertas,1.8 TFSI MT (160 CV),kupe,4,4198,1842,1353,2468,1562,1548,,,,,1335,,292,292,305,1640,,Gasolina,1798,160,de 4 500 à 6 200,250,La inyección directa,Inline,4,Turbo,"82,5","84,1",4,de 1 500 à 4 500,hay,Mecánica,Frente,"10,9",6,95,226,"8,5","6,4","7,3",de 650 à 1 060,EURO V,55,"5,2",Discos ventilados,Discos,"Independiente, Puntal MacPherson, Amortiguadores, la primavera, Barra estabilizadora","Independiente, multi-link, la primavera, Barra estabilizadora",
190075,Audi,TT,8J [restyling],2010,2014,Kupe 2-puertas,1.8 TFSI S tronic (160 CV),kupe,4,4198,1842,1353,2468,1562,1548,,,,,1355,,292,292,305,1660,,Gasolina,1798,160,de 4 500 à 6 200,250,La inyección directa,Inline,4,Turbo,"82,5","84,1",4,de 1 500 à 4 500,hay,Robot,Frente,"10,9",7,95,226,"8,4","6,4","7,2",de 650 à 1 060,EURO V,55,"5,2",Discos ventilados,Discos,"Independiente, Puntal MacPherson, En brazo oscilante, Amortiguadores, Barra estabilizadora","Independiente, multi-link, Barra estabilizadora",
190076,Audi,TT,8J [restyling],2010,2014,Kupe 2-puertas,2.0 TFSI MT (211 CV),kupe,4,4178,1952,1352,2468,1572,1558,,,,,1355,,292,292,305,1660,,Gasolina,1984,211,de 4 300 à 6 000,350,La inyección directa,Inline,4,Turbo,,,4,de 1 600 à 4 200,hay,Mecánica,Frente,"10,9",6,95,245,"8,9","6,6","6,2",de 620 à 1 060,EURO V,55,"5,2",Discos ventilados,Discos,"Independiente, Puntal MacPherson, Amortiguadores, la primavera, Barra estabilizadora","Independiente, multi-link, la primavera, Barra estabilizadora",
190077,Audi,TT,8J [restyling],2010,2014,Kupe 2-puertas,2.0 TFSI quattro S tronic (211 CV),kupe,4,4178,1952,1352,2468,1572,1558,,,,,1455,,292,292,305,1760,,Gasolina,1984,211,de 4 300 à 6 000,350,La inyección directa,Inline,4,Turbo,,,4,de 1 600 à 4 200,,Robot,tracción en las cuatro ruedas,"10,9",6,95,243,"9,9","7,2","5,7",de 560 à 960,EURO V,55,"5,7",Discos ventilados,Discos,"Independiente, Puntal MacPherson, Amortiguadores, la primavera, Barra estabilizadora","Independiente, multi-link, la primavera, Barra estabilizadora",
190078,Audi,TT,8J [restyling],2010,2014,Kupe 2-puertas,2.0 TFSI S tronic (211 CV),kupe,4,4178,1952,1358,2468,1572,1558,,,,,1375,,292,292,305,1680,,Gasolina,1984,211,de 4 300 à 6 000,350,La inyección directa,Inline,4,Turbo,,,4,de 1 600 à 4 200,hay,Robot,Frente,"10,9",6,98,245,"9,9","6,6","6,1",de 560 à 1 060,EURO V,55,"5,2",Discos ventilados,Discos,"Independiente, Puntal MacPherson, Amortiguadores, la primavera, Barra estabilizadora","Independiente, multi-link, la primavera, Barra estabilizadora",
25607,Audi,TT,8J [restyling],2010,2014,Roadster 2-puertas,1.8 TFSI MT (160 CV),Roadster,2,4198,1842,1358,2468,1562,1548,,,,,1380,,250,250,225,1605,,Gasolina,1798,160,de 4 500 à 6 200,250,La inyección directa,Inline,4,Turbo,,,4,de 1 500 à 4 500,hay,Mecánica,Frente,"10,9",6,95,223,"8,6","6,5","7,5",de 640 à 1 040,EURO V,55,"5,3",Discos ventilados,Discos,"Independiente, Puntal MacPherson, Amortiguadores, la primavera, Barra estabilizadora","Independiente, multi-link, la primavera, Barra estabilizadora",
25606,Audi,TT,8J [restyling],2010,2014,Roadster 2-puertas,1.8 TFSI S tronic (160 CV),Roadster,2,4198,1842,1358,2468,1562,1548,,,,,1395,,250,250,225,1620,,Gasolina,1798,160,de 4 500 à 6 200,250,La inyección directa,Inline,4,Turbo,,,4,de 1 500 à 4 500,hay,Robot,Frente,"10,9",7,95,223,"8,6","6,6","7,4",de 640 à 1 040,EURO V,55,"5,3",Discos ventilados,Discos,"Independiente, Puntal MacPherson, Amortiguadores, la primavera, Barra estabilizadora","Independiente, multi-link, la primavera, Barra estabilizadora",
25613,Audi,TT,8J [restyling],2010,2014,Roadster 2-puertas,2.0 TFSI MT (211 CV),Roadster,2,4198,1842,1358,2468,1562,1548,,,,,1390,,250,250,225,1615,,Gasolina,1984,211,de 4 300 à 6 000,350,La inyección directa,Inline,4,Turbo,,,4,de 1 600 à 4 200,hay,Mecánica,Frente,"10,9",6,95,242,9,"6,7","6,3",de 610 à 1 020,EURO V,55,"5,4",Discos ventilados,Discos,"Independiente, Puntal MacPherson, Amortiguadores, la primavera, Barra estabilizadora","Independiente, multi-link, la primavera, Barra estabilizadora",
25609,Audi,TT,8J [restyling],2010,2014,Roadster 2-puertas,2.0 TFSI quattro S tronic (211 CV),Roadster,2,4198,1842,1358,2468,1562,1548,,,,,1500,,250,250,225,1725,,Gasolina,1984,211,de 4 300 à 6 000,350,La inyección directa,Inline,4,Turbo,,,4,de 1 600 à 4 200,hay,Robot,tracción en las cuatro ruedas,"10,9",6,95,240,"10,2","7,4","5,9",de 590 à 1 050,EURO V,60,"5,7",Discos ventilados,Discos,"Independiente, Puntal MacPherson, Amortiguadores, la primavera, Barra estabilizadora","Independiente, multi-link, la primavera, Barra estabilizadora",
25610,Audi,TT,8J [restyling],2010,2014,Roadster 2-puertas,2.0 TFSI S tronic (211 CV),Roadster,2,4198,1842,1358,2468,1562,1548,,,,,1395,,250,250,340,1635,,Gasolina,1984,211,de 4 300 à 6 000,350,La inyección directa,Inline,4,Turbo,,,4,de 1 600 à 4 200,hay,Robot,Frente,"10,9",6,"98, 95",242,10,"7,2","6,2",de 550 à 980,EURO V,55,"5,6",Discos ventilados,Discos,"Independiente, Puntal MacPherson, Amortiguadores, la primavera, Barra estabilizadora","Independiente, multi-link, la primavera, Barra estabilizadora",
193220,Audi,TT,8J [restyling],2010,2014,RS cupé 2-puertas,2.5 TFSI quattro MT (340 CV),kupe,4,4198,1842,1342,2468,1555,1546,,,,,1525,,290,290,325,1850,,Gasolina,2480,340,de 5 400 à 6 500,450,La inyección directa,Inline,5,Turbo,,,4,de 1 600 à 5 300,hay,Mecánica,tracción en las cuatro ruedas,"10,96",6,98,250,"12,6",9,"4,6",de 480 à 880,EURO V,60,"6,8",Discos,Discos ventilados,"Independiente, Puntal MacPherson, En la espoleta triangular",multi-link,
193219,Audi,TT,8J [restyling],2010,2014,RS cupé 2-puertas,2.5 TFSI quattro MT (360 CV),kupe,4,4198,1842,1342,2468,1555,1546,,,,,1525,,292,292,335,1850,,Gasolina,2480,360,de 5 500 à 6 700,465,La inyección directa,Inline,5,Turbo,,,4,de 1 650 à 5 400,hay,Mecánica,tracción en las cuatro ruedas,11,6,98,280,"12,6",9,"4,3",de 480 à 880,EURO V,60,"6,8",Discos ventilados,Discos ventilados,"Independiente, Puntal MacPherson","Independiente, multi-link",
193222,Audi,TT,8J [restyling],2010,2014,RS cupé 2-puertas,2.5 TFSI quattro S tronic (340 CV),kupe,4,4198,1842,1342,2468,1555,1546,,,,,1550,,290,290,325,1875,,Gasolina,2480,340,de 5 400 à 6 500,450,La inyección directa,Inline,5,Turbo,,,4,de 1 600 à 5 300,hay,Robot,tracción en las cuatro ruedas,"10,96",7,98,250,"12,3","8,5","4,3",de 490 à 950,EURO V,60,"6,3",Discos,Discos ventilados,"Independiente, Puntal MacPherson, En la espoleta triangular",multi-link,
193221,Audi,TT,8J [restyling],2010,2014,RS cupé 2-puertas,2.5 TFSI quattro S tronic (360 CV),kupe,4,4198,1842,1342,2468,1555,1546,,,,,1550,,292,292,335,1875,,Gasolina,2480,360,de 5 500 à 6 700,465,La inyección directa,Inline,5,Turbo,,,4,de 1 650 à 5 400,hay,Robot,tracción en las cuatro ruedas,11,7,98,280,"12,3","8,5","4,1",de 490 à 950,EURO V,60,"6,3",Discos ventilados,Discos ventilados,"Independiente, Puntal MacPherson","Independiente, multi-link",
195525,Audi,TT,8J [restyling],2010,2014,RS roadster 2-puertas,2.5 TFSI quattro MT (340 CV),Roadster,2,4198,1842,1348,2468,1555,1546,,,,,1450,,290,290,400,1850,,Gasolina,2480,340,de 5 400 à 6 500,450,La inyección directa,Inline,5,Turbo,,,4,de 1 600 à 5 300,hay,Mecánica,tracción en las cuatro ruedas,"10,96",6,98,250,"13,3","9,5","4,7",de 450 à 830,EURO V,60,"7,2",Discos,Discos ventilados,"Independiente, Puntal MacPherson, En la espoleta triangular",multi-link,
195524,Audi,TT,8J [restyling],2010,2014,RS roadster 2-puertas,2.5 TFSI quattro MT (360 CV),Roadster,2,4198,1842,1348,2468,1555,1546,,,,,1585,,250,250,245,1830,,Gasolina,2480,360,de 5 500 à 6 700,465,La inyección directa,Inline,5,Turbo,,,4,de 1 650 à 5 400,hay,Mecánica,tracción en las cuatro ruedas,11,6,98,280,"12,8","9,1","4,4",de 470 à 860,EURO V,60,7,Discos ventilados,Discos ventilados,"Independiente, Puntal MacPherson","Independiente, multi-link",
195527,Audi,TT,8J [restyling],2010,2014,RS roadster 2-puertas,2.5 TFSI quattro S tronic (340 CV),Roadster,2,4198,1842,1348,2468,1555,1546,,,,,1610,,290,290,240,1850,,Gasolina,2480,340,de 5 400 à 6 500,450,La inyección directa,Inline,5,Turbo,,,4,de 1 600 à 5 300,hay,Robot,tracción en las cuatro ruedas,"10,96",7,98,250,"12,4","8,6","4,4",de 480 à 940,EURO V,60,"6,4",Discos,Discos ventilados,"Independiente, Puntal MacPherson, En la espoleta triangular",multi-link,
195526,Audi,TT,8J [restyling],2010,2014,RS roadster 2-puertas,2.5 TFSI quattro S tronic (360 CV),Roadster,2,4198,1842,1348,2468,1555,1546,,,,,1610,,250,250,245,1855,,Gasolina,2480,360,de 5 500 à 6 700,465,La inyección directa,Inline,5,Turbo,,,4,de 1 650 à 5 400,hay,Robot,tracción en las cuatro ruedas,11,7,98,280,"12,4","8,6","4,2",de 480 à 940,EURO V,60,"6,4",Discos ventilados,Discos ventilados,"Independiente, Puntal MacPherson","Independiente, multi-link",
64693,Audi,TT,8J [restyling],2010,2014,S cupé 2-puertas,2.0 TFSI quattro MT (272 CV),kupe,4,4198,1952,1345,2468,1555,1560,,,,,1485,,290,290,310,1795,,Gasolina,1984,272,à 6 000,350,La inyección directa,Inline,4,Turbo,,,4,de 2 500 à 5 000,hay,Mecánica,tracción en las cuatro ruedas,"10,9",6,98,250,"10,8","7,9","5,5",de 560 à 970,EURO V,60,"6,2",Discos ventilados,Discos ventilados,Puntal MacPherson,multi-link,
193223,Audi,TT,8J [restyling],2010,2014,S cupé 2-puertas,2.0 TFSI quattro S tronic (272 CV),kupe,4,4198,1952,1345,2468,1555,1560,,,,,1505,,290,290,310,1815,,Gasolina,1984,272,à 6 000,350,La inyección directa,Inline,4,Turbo,,,4,de 2 500 à 5 000,hay,Robot,tracción en las cuatro ruedas,"10,9",6,98,250,"10,6","7,7","5,3",de 570 à 1 000,EURO V,60,6,Discos ventilados,Discos ventilados,Puntal MacPherson,multi-link,
195528,Audi,TT,8J [restyling],2010,2014,S roadster 2-puertas,2.0 TFSI quattro MT (272 CV),Roadster,2,4198,1952,1350,2468,1555,1560,,,,,1455,,250,250,320,1775,,Gasolina,1984,272,à 6 000,350,La inyección directa,Inline,4,Turbo,,,4,de 2 500 à 5 000,hay,Mecánica,tracción en las cuatro ruedas,"10,96",6,98,250,"10,9","8,1","5,6",de 550 à 940,EURO V,60,"6,4",Discos ventilados,Discos ventilados,Puntal MacPherson,multi-link,
195529,Audi,TT,8J [restyling],2010,2014,S roadster 2-puertas,2.0 TFSI quattro S tronic (272 CV),Roadster,2,4198,1952,1350,2468,1555,1560,,,,,1475,,250,250,320,1795,,Gasolina,1984,272,à 6 000,350,La inyección directa,Inline,4,Turbo,,,4,de 2 500 à 5 000,hay,Robot,tracción en las cuatro ruedas,"10,96",6,98,250,"10,8","7,9","5,4",de 560 à 970,EURO V,60,"6,2",Discos ventilados,Discos ventilados,Puntal MacPherson,multi-link,
184173,Audi,TT,8N,1998,2003,Kupe,1.8 T AT (180 CV),kupe,4,4041,1764,1346,2422,1528,1513,,,,,1320,130,540,270,,1705,,Gasolina,1781,180,de 5 500,235,Inyección multipunto,Inline,4,Turbo,81,"86,4",5,de 1 950 à 5 000,,Expendedora,Frente,"10,6",6,98,226,"13,2","9,1","8,4",de 420 à 810,EURO IV,55,"6,8",Discos ventilados,Discos,Puntal amortiguador,resorte helicoidal,
184171,Audi,TT,8N,1998,2003,Kupe,1.8 T MT (150 CV),kupe,4,4041,1764,1346,2422,1528,1513,,,,,1280,,540,270,,1665,,Gasolina,1781,150,de 5 700,210,Inyección multipunto,Inline,4,Turbo,81,"86,4",5,de 1 750 à 4 600,,Mecánica,Frente,"10,6",5,95,194,"11,1","8,1","8,6",de 500 à 870,EURO IV,55,"6,3",Discos ventilados,Discos,Puntal amortiguador,resorte helicoidal,
184174,Audi,TT,8N,1998,2003,Kupe,1.8 T MT (180 CV),kupe,4,4041,1764,1346,2422,1528,1513,,,,,1240,130,540,270,,1610,,Gasolina,1781,180,de 5 500,235,Inyección multipunto,Inline,4,Turbo,81,"86,4",5,de 1 950 à 5 000,,Mecánica,Frente,"10,6",5,98,228,"11,1","8,1","7,8",de 500 à 870,EURO IV,55,"6,3",Discos,Discos,Puntal amortiguador,resorte helicoidal,
184172,Audi,TT,8N,1998,2003,Kupe,1.8 T quattro MT (180 CV),kupe,4,4041,1764,1345,2429,1528,1505,,,,,1410,130,490,220,,1795,,Gasolina,1781,180,de 5 500,235,Inyección multipunto,Inline,4,Turbo,81,"86,4",5,de 1 950 à 5 000,,Mecánica,tracción en las cuatro ruedas,"10,6",6,98,226,13,"9,4","7,9",de 480 à 830,EURO III,62,"7,5",Discos ventilados,Discos,Puntal amortiguador,resorte helicoidal,
184176,Audi,TT,8N,1998,2003,Kupe,1.8 T quattro MT (225 CV),kupe,4,4041,1764,1345,2429,1528,1505,,,,,1465,130,490,220,,1850,,Gasolina,1781,225,de 5 900,280,Inyección multipunto,Inline,4,Turbo,81,"86,4",5,de 2 200 à 5 500,,Mecánica,tracción en las cuatro ruedas,"10,6",6,98,243,"13,3","9,4","6,6",de 470 à 870,EURO III,62,"7,1",Discos ventilados,Discos ventilados,Puntal amortiguador,resorte helicoidal,
